Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina
Universidad Nacional de La Matanza,Departamento de Humanidades y Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,F.Varela 1903 - Villa Luzuriaga - Buenos Aires ,(0011) 44808900,http://www.unlam.edu.ar ,sociales@unlam.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Lanús,Departamento de Salud Comunitaria,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,dirdesaco@unla.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Lanús,Departamento de Salud Comunitaria,Licenciado en Trabajo Social - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Ingreso Directo,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,dirdesaco@unla.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,RUTA NACIONAL 3 - ACC. NORTE 9011 - Caleta Olivia - Santa Cruz ,(00297) 4852888,http://www.uaco.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,Licenciado en Trabajo Social - MD,Grado,5 Años,Ingreso Directo,RUTA NACIONAL 3 - ACC. NORTE 9011 - Caleta Olivia - Santa Cruz ,(00297) 4852888,http://www.uaco.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA PUERTO SAN JULIAN,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,COLON esq. SARMIENTO - Bº 200 VIV. s/n - Puerto San Julian - Santa Cruz ,(002962) 452319,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA PUERTO SAN JULIAN,Licenciado en Trabajo Social - MD,Grado,5 Años,Ingreso Directo,COLON esq. SARMIENTO - Bº 200 VIV. s/n - Puerto San Julian - Santa Cruz ,(002962) 452319,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Licenciado en Trabajo Social - MD,Grado,5 Años,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Licenciado en Trabajo Social,Grado,5 Años,Ingreso Directo,Ruta Provincial Nº 1 - Km4 sd - Comodoro Rivadavia - Chubut ,(00297) 4557318,www.unp.edu.ar ,decanafhycs@unp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de La Plata,Facultad de Ciencias Naturales y Museo,Licenciado en Antropología,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,60 y 122 - - La Plata - Buenos Aires ,(00221) 4236773,www.fcnym.unlp.edu.ar ,alumnos@fcnym.unlp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de La Plata,Facultad de Humanidades y Ciencias de la Educación,Licenciado en Sociología,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,48 e/ 6 y 7 s/n - La Plata - Buenos Aires ,(00221) 4230125,www.fahce.unlp.edu.ar ,web@fahce.unlp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de La Plata,Facultad de Humanidades y Ciencias de la Educación,Profesor de Sociología,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,48 e/ 6 y 7 s/n - La Plata - Buenos Aires ,(00221) 4230125,www.fahce.unlp.edu.ar ,web@fahce.unlp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de La Plata,Facultad de Trabajo Social,Licenciado en Trabajo Social,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Calle 9 esq. 63 - - La Plata - Buenos Aires ,(00221) 4519705,www.trabajosocial.unlp.edu.ar ,tsocial@isis.unlp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de La Plata,Facultad de Trabajo Social,Profesor en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle 9 esq. 63 - - La Plata - Buenos Aires ,(00221) 4519705,www.trabajosocial.unlp.edu.ar ,tsocial@isis.unlp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de La Rioja,Sede La Rioja,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Humanas,Licenciado en Trabajo Social,Grado,5 Años,Ingreso Directo,Arroyo Seco SN - Tandil - Buenos Aires ,(002494) 439759,http://www.fch.unicen.edu.ar ,futuros.estudiantes@fch.unicen.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Antropología,Grado,5 Años,Ingreso Directo,Avenida del Valle 5737 - Olavarria - Buenos Aires ,(002284) 450115,http://www.soc.unicen.edu.ar ,malfaro@soc.unicen.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Comahue,Facultad de Derecho y Ciencias Sociales,Licenciado en Servicio Social,Grado,5 Años,Ingreso Directo,Mendoza 2159 - Gral. Roca - Río Negro ,(00298) 433668,http://fadeweb.uncoma.edu.ar ,fadecs@uncoma.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Comahue,Facultad de Derecho y Ciencias Sociales,Licenciado en Sociología,Grado,5 Años,Ingreso Directo,Mendoza 2159 - Gral. Roca - Río Negro ,(00298) 433668,http://fadeweb.uncoma.edu.ar ,fadecs@uncoma.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Comahue,Módulo Neuquén - Fac. de Derecho y Cs. Sociales,Licenciado en Servicio Social,Grado,5 Años,Ingreso Directo,Buenos Aires 1400 - Neuquen - Neuquén ,(00299) 4490389,www.uncoma.edu.ar ,webinfo@uncoma.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Litoral,Facultad de Ciencias Jurídicas y Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Candido Pujato 2751 - Santa Fe - Santa Fé ,(00342) 4571199,www.fcjs.unl.edu.ar ,fcjs@fcjs.unl.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional del Litoral,Facultad de Humanidades y Ciencias,Licenciado en Sociología,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575105,www.fhuc.unl.edu.ar ,fhuc@fhuc.unl.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42825050,http://www.unlz.edu.ar/ ,posmaster@ulzsoc.edu.ar.,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Sociales,Técnico en Minoridad y Familia,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42825050,http://www.unlz.edu.ar/ ,posmaster@ulzsoc.edu.ar.,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Luján,Centro Regional Campana,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,Vicente Lopéz y Bertolini S/N - Campana - Buenos Aires ,(003489) 425934,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Luján,Centro Regional Chivilcoy,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Consulte con la Institución,Calle 110 (El Giro de Alcorta) 110 - Chivilcoy - Buenos Aires ,(002346) 424593,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Luján,Centro Regional San Miguel,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,Farias 1590 - San Miguel - Buenos Aires ,(0011) 46647843,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Luján,Rectorado Sede Central,Licenciado en Trabajo Social,Grado,10 Cuatrimestres,Ingreso Directo,Ruta Nac. 5 y Constitución S/N - Lujan - Buenos Aires ,(002323) 423979,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Mar del Plata,Facultad de Ciencias de la Salud y Servicio Social,Licenciado en Servicio Social,Grado,5 Años,Ingreso Directo,Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,(00223) 4753377,http://www.mdp.edu.ar/cssalud/ ,acasalud@mdp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Mar del Plata,Facultad de Ciencias de la Salud y Trabajo Social - Sede San Bernardo,Licenciado en Servicio Social,Grado,5 Años,Ingreso Directo,San Juan 2834 - Playa San Bernardo - Buenos Aires ,(002246) 433039, , ,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Mar del Plata,Facultad de Humanidades,Licenciado en Sociología,Grado,5 Años,Ingreso Directo,Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,(00223) 4752277,http://www.mdp.edu.ar/humanidades/ ,academh@mdp.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Misiones,Facultad de Humanidades y Ciencias Sociales,Licenciado en Antropología Social,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,TUCUMAN 1946 - Posadas - Misiones ,(003752) 425641,http://www.fhycs.unam.edu.ar/ ,info@unam.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Misiones,Facultad de Humanidades y Ciencias Sociales,Licenciado en el Tratamiento y Análisis de Datos para la Investigación Socioeconómica - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Consulte con la Institución,TUCUMAN 1946 - Posadas - Misiones ,(003752) 425641,http://www.fhycs.unam.edu.ar/ ,info@unam.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Misiones,Facultad de Humanidades y Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,TUCUMAN 1946 - Posadas - Misiones ,(003752) 425641,http://www.fhycs.unam.edu.ar/ ,info@unam.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Misiones,Facultad de Humanidades y Ciencias Sociales,Profesor en Historia Con Orientación en Ciencias Sociales,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,TUCUMAN 1946 - Posadas - Misiones ,(003752) 425641,http://www.fhycs.unam.edu.ar/ ,info@unam.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Misiones,Facultad de Humanidades y Ciencias Sociales,Técnico Universitario en Promoción Sociocultural,Otros Pregrados,3 Años,Asistencia a Curso de Ingreso o Nivelación,TUCUMAN 1946 - Posadas - Misiones ,(003752) 425641,http://www.fhycs.unam.edu.ar/ ,info@unam.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Moreno,Departamento de Humanidades y Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Bme. Mitre 1891 - Moreno - Buenos Aires ,(00237) 4601309,www.unm.edu.ar ,hycs@unm.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Quilmes,Departamento de Ciencias Sociales,Licenciado en Ciencias Sociales,Grado,4.5 Años,Ingreso Directo,Roque Saenz Peña 352 - Bernal - Buenos Aires ,(0011) 43657100,http://www.unq.edu.ar/ ,informacion@unq.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Quilmes,Departamento de Ciencias Sociales,Licenciado en Ciencias Sociales y Humanidades - Ciclo de Licenciatura - MD,Ciclo de Licenciatura,5 Semestres,Consulte con la Institución,Roque Saenz Peña 352 - Bernal - Buenos Aires ,(0011) 43657100,http://www.unq.edu.ar/ ,informacion@unq.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Quilmes,Departamento de Ciencias Sociales,Profesor de Ciencias Sociales,Grado,4.5 Años,Ingreso Directo,Roque Saenz Peña 352 - Bernal - Buenos Aires ,(0011) 43657100,http://www.unq.edu.ar/ ,informacion@unq.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,Licenciado en Trabajo Social,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Ruta 36 Km 601 - Rio Cuarto - Córdoba ,(00358) 4676287,www.unrc.edu.ar; www.hum.unrc.edu.ar ,"secpriv@rec.unrc.edu.ar, posgrado@hum.unrc.edu.ar","Sociología, Antropología y Servicio Social"
Universidad Nacional de Río Negro,Unidad Académica Sede Andina,Licenciado en Ciencias Antropológicas con Orientación Sociocultural,Grado,4 Años,Consulte con la Institución,Mitre 630 - San Carlos De Bariloche - Río Negro ,(00294) 4436149,www.unrn.edu.ar ,alumnos.andina@unrn.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Río Negro,Unidad Académica Sede Andina,Licenciado en Sociología,Grado,4 Años,Consulte con la Institución,Mitre 630 - San Carlos De Bariloche - Río Negro ,(00294) 4436149,www.unrn.edu.ar ,alumnos.andina@unrn.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Ciencia Política y Relaciones Internacionales,Bachiller Universitario con mención en Trabajo Social,Título Intermedio,3 Años,Consulte con la Institución,Riobamba 250 bis - Rosario - Santa Fé ,(00341) 4808520,www.fcpolit.unr.edu.ar ,secretariacomunicacion@fcpolit.unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Ciencia Política y Relaciones Internacionales,Bachiller Universitario -título intermedio de la carrera de Licenciatura en Trabajo Social-,Título Intermedio,2 Años,Consulte con la Institución,Riobamba 250 bis - Rosario - Santa Fé ,(00341) 4808520,www.fcpolit.unr.edu.ar ,secretariacomunicacion@fcpolit.unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Ciencia Política y Relaciones Internacionales,Licenciado en Trabajo Social,Grado,5 Años,Consulte con la Institución,Riobamba 250 bis - Rosario - Santa Fé ,(00341) 4808520,www.fcpolit.unr.edu.ar ,secretariacomunicacion@fcpolit.unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Ciencia Política y Relaciones Internacionales,Profesor de Grado Universitario en Trabajo Social - Ciclo de Profesorado,Ciclo de Profesorado,3 Años,Consulte con la Institución,Riobamba 250 bis - Rosario - Santa Fé ,(00341) 4808520,www.fcpolit.unr.edu.ar ,secretariacomunicacion@fcpolit.unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Bachiller Universitario -título intermedio de la carrera de Licenciado en Antropología-,Título Intermedio,2 Años,Consulte con la Institución,Entre Ríos 758 - Rosario - Santa Fé ,(00341) 4802673,www.fhumyar.unr.edu.ar ,estud-hum@unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Bachiller Universitario -titulo intermedio de la carrera de Profesor en Antropología-,Título Intermedio,2 Años,Consulte con la Institución,Entre Ríos 758 - Rosario - Santa Fé ,(00341) 4802673,www.fhumyar.unr.edu.ar ,estud-hum@unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Licenciado en Antropología,Grado,5 Años,Consulte con la Institución,Entre Ríos 758 - Rosario - Santa Fé ,(00341) 4802673,www.fhumyar.unr.edu.ar ,estud-hum@unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Profesor en Antropología,Grado,4 Años,Consulte con la Institución,Entre Ríos 758 - Rosario - Santa Fé ,(00341) 4802673,www.fhumyar.unr.edu.ar ,estud-hum@unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Rosario,Facultad de Humanidades y Artes,Profesor Universitario en Antropología - Ciclo de Profesorado,Ciclo de Profesorado,3 Años,Consulte con la Institución,Entre Ríos 758 - Rosario - Santa Fé ,(00341) 4802673,www.fhumyar.unr.edu.ar ,estud-hum@unr.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de Salta,Facultad de Humanidades,Licenciado en Antropología,Grado,5 Años,Ingreso Directo,Avenida Bolivia 5150 - Salta - Salta ,(00387) 4255458,http://www.unsa.edu.ar/ ,info@unsa.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de San Juan,Facultad de Ciencias Sociales,Licenciado en Sociología,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av.J. I. de la Roza y Meglioli S/N - San Juan - San Juan ,(00264) 4230314,http://www.unsj.edu.ar/ ,dcyere@unsj.edu.ar - dgcc@unsj.edu.ar,"Sociología, Antropología y Servicio Social"
Universidad Nacional de San Juan,Facultad de Ciencias Sociales,Licenciado en Trabajo Social,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av.J. I. de la Roza y Meglioli S/N - San Juan - San Juan ,(00264) 4230314,http://www.unsj.edu.ar/ ,dcyere@unsj.edu.ar - dgcc@unsj.edu.ar,"Sociología, Antropología y Servicio Social"
